Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
"Rocky Mountain Community Energy","Home,Small Business,Farm","1 Year Electricity Discount Rate (+Prudential)","07/07/2023","10/31/2023","12",="0.1395","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Rocky Mountain Community Energy","Farm","1 Year Irrigation Discount Rate (+Prudential)","07/07/2023","10/31/2023","12",="0.1695","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Rocky Mountain Community Energy","Farm","1 Year Irrigation Base Electricity Rate","07/07/2023","10/31/2023","12",="0.1735","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Wetaskiwin Power","Farm","1 Year Irrigation Base Rate ","07/07/2023","10/31/2023","12",="0.1735","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home","1 Year Senior Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1394","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home,Small Business,Farm","1 Year Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1399","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home,Small Business,Farm","1 Year Base Rate ","07/07/2023","10/31/2023","12",="0.1434","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Farm","1 Year Irrigation Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1695","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home","3 Year Senior Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.119","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home,Small Business,Farm","3 Year Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1195","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Home,Small Business,Farm","3 Year Base Rate ","07/07/2023","10/31/2023","36",="0.123","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Farm","3 Year Irrigation Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.166","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Farm","3 Year Irrigation Base Rate ","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Wetaskiwin Power","Farm","LO-Export Irrigation MicroGen Solar Club Rate","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,UtilityNet"
"Abode Power","Home,Small Business,Farm","3 Year Base Electricity Rate","07/07/2023","10/31/2023","36",="0.1269","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Home,Small Business,Farm","1 Year Base Electricity Rate","07/07/2023","10/31/2023","12",="0.1473","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Farm","16.95 cents/kWh - 1 Year Irrigation Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1695","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Farm","1 Year Irrigation Base Rate","07/07/2023","10/31/2023","12",="0.1735","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Home,Small Business,Farm","3 Year Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1249","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Farm","3 Year Irrigation Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.166","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Farm","3 Year Irrigation Base Rate","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Abode Power","Farm","LO Export Irrigation MicroGen Solar Club Rate ","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,UtilityNet,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Airdrie Energy","Home","1 Year Senior Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1394","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home","1 Year Young Adult Discount Rate (+Prudential)","07/07/2023","10/31/2023","12",="0.1394","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home,Small Business,Farm","1 Year Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1399","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home,Small Business,Farm","1 Year Base Electricity Rate","07/07/2023","10/31/2023","12",="0.1434","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Farm","1 Year Irrigation Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1695","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Farm","1 Year Irrigation Electricity Base Rate","07/07/2023","10/31/2023","12",="0.1735","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home","3 Year Senior Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.119","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home","3 Year Young Adult Discount Rate (+Prudential)","07/07/2023","10/31/2023","36",="0.119","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home,Small Business,Farm","3 Year Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1195","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Home,Small Business,Farm","3 Year Base Electricity Rate","07/07/2023","10/31/2023","36",="0.123","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Farm","3 Year Irrigation Discount Electricity Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.166","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Farm","3 Year Irrigation Electricity Base Rate","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Airdrie Energy","Farm","LO Export Irrigation MicroGen Solar Club Rate","07/07/2023","10/31/2023","36",="0.17","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Town of Ponoka,UtilityNet"
"Spot Power","Home","1 Year Electricity Senior Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.144","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Home,Small Business,Farm","1 Year Electricity Discount Rate (+ Prudential)","07/07/2023","10/30/2023","12",="0.145","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Home,Small Business,Farm","1 Year Electricity Base Rate","07/07/2023","10/31/2023","12",="0.1495","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Farm","1 Year Irrigation Electricity Discount Rate (+ Prudential)","07/07/2023","10/31/2023","12",="0.1695","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Farm","1 Year Irrigation Electricity Base Rate","07/07/2023","10/31/2023","12",="0.1735","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Home","3 Year Electricity Senior Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1245","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Home,Small Business,Farm","3 Year Electricity Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1255","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Farm","3 Year Irrigation Electricity Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.166","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Farm","3 Year Irrigation Electricity Base Rate","07/07/2023","10/31/2023","36",="0.17","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Spot Power","Farm","LO Export Irrigation MicroGen Solar Club Rate","07/07/2023","10/31/2023","36",="0.17","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd."
"Sandstone Energy","Farm","1 Year Irrigation Electricity Base Rate","07/07/2023","10/31/2023","12",="0.1735","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home","3 Year Electricity Senior Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.119","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","3 Year Electricity Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.1195","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","3 Year Electricity Base Rate","07/07/2023","10/31/2023","36",="0.123","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","3 Year Irrigation Electricity Discount Rate (+ Prudential)","07/07/2023","10/31/2023","36",="0.166","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
